TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2018-03-23 16:18:46.530,1.3482672,-0.5096478,0.7483821,1.6271685,0.9905371,-1.0277104,0.6849421,1.366715,0.7858586,-0.44726625,0.93418616,1.1006972,0.5374276,-1.0265932,0.7189114,0.89297485,0.41605818,-1.8119581,0.090671636,0.41051242,761.13556,1094.359,23.369963,863.0769,1246.2638,-0.3472900390625,0.06378173828125,0.9173583984375,5.54779052734375,2.34771728515625,2.31781005859375,1,2.0,4.0,4.0,2.0,93.30
2018-03-23 16:18:47.571,1.3482672,-0.5096478,0.7483821,1.6271685,0.9905371,-1.0277104,0.6849421,1.366715,0.7858586,-0.44726625,0.93418616,1.1006972,0.5374276,-1.0265932,0.7189114,0.89297485,0.41605818,-1.8119581,0.090671636,0.41051242,853.4066,1322.8206,1563.37,864.68866,761.13556,-0.18853759765625,0.23834228515625,0.8936767578125,19.24530029296875,-3.686065673828125,15.185394287109375,1,2.0,4.0,4.0,2.0,93.30
2018-03-23 16:18:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-23 16:18:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-23 16:18:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-23 16:18:48.588,1.3482672,-0.5096478,0.7483821,1.6271685,0.9905371,-1.0277104,0.6849421,1.366715,0.7858586,-0.44726625,0.93418616,1.1006972,0.5374276,-1.0265932,0.7189114,0.89297485,0.41605818,-1.8119581,0.090671636,0.41051242,865.4945,1643.1501,23.772894,797.3993,957.3626,-0.45654296875,0.49835205078125,0.6966552734375,-21.89208984375,22.288360595703125,28.54644775390625,1,4.0,4.0,4.0,4.0,93.30
2018-03-23 16:18:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-23 16:18:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-23 16:18:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-23 16:18:49.592,1.3482672,-0.5096478,0.7483821,1.6271685,0.9905371,-1.0277104,0.6849421,1.366715,0.7858586,-0.44726625,0.93418616,1.1006972,0.5374276,-1.0265932,0.7189114,0.89297485,0.41605818,-1.8119581,0.090671636,0.41051242,863.47986,1229.3407,1650.0,794.9817,1221.2821,-0.57305908203125,0.39764404296875,0.733642578125,34.206390380859375,-7.962799072265625,7.259979248046875,1,2.0,2.0,4.0,2.0,93.30
2018-03-23 16:18:50.661,1.3482672,-0.5096478,0.7483821,1.6271685,0.9905371,-1.0277104,0.6849421,1.366715,0.7858586,-0.44726625,0.93418616,1.1006972,0.5374276,-1.0265932,0.7189114,0.89297485,0.41605818,-1.8119581,0.090671636,0.41051242,788.5348,786.9231,23.772894,798.60803,827.619,-0.3597412109375,0.37750244140625,0.8084716796875,0.83740234375,-5.046844482421875,-5.644989013671875,1,2.0,2.0,4.0,2.0,93.30
2018-03-23 16:18:51.703,1.3482672,-0.5096478,0.7483821,1.6271685,0.9905371,-1.0277104,0.6849421,1.366715,0.7858586,-0.44726625,0.93418616,1.1006972,0.5374276,-1.0265932,0.7189114,0.89297485,0.41605818,-1.8119581,0.090671636,0.41051242,834.87177,728.9011,23.772894,832.8571,928.7546,-0.39459228515625,0.3544921875,0.82489013671875,1.09161376953125,5.914154052734375,8.710479736328125,1,2.0,1.0,2.0,2.0,93.27
2018-03-23 16:18:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-23 16:18:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2018-03-23 16:18:52.742,1.3482672,-0.5096478,0.7483821,1.6271685,0.9905371,-1.0277104,0.6849421,1.366715,0.7858586,-0.44726625,0.93418616,1.1006972,0.5374276,-1.0265932,0.7189114,0.89297485,0.41605818,-1.8119581,0.090671636,0.41051242,799.011,775.2381,23.772894,861.06226,823.9927,-0.24188232421875,0.32757568359375,0.9072265625,-0.007476806640625,0.934600830078125,3.289794921875,1,2.0,2.0,2.0,2.0,93.27
2018-03-23 16:18:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2018-03-23 16:18:53.796,1.3482672,-0.5096478,0.7483821,1.6271685,0.9905371,-1.0277104,0.6849421,1.366715,0.7858586,-0.44726625,0.93418616,1.1006972,0.5374276,-1.0265932,0.7189114,0.89297485,0.41605818,-1.8119581,0.090671636,0.41051242,752.27106,561.685,23.772894,794.57874,796.99634,-0.24847412109375,0.27056884765625,0.89215087890625,-4.2767333984375,-3.529052734375,5.570220947265625,1,2.0,2.0,4.0,2.0,93.27
2018-03-23 16:18:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-03-23 16:18:54.866,1.3482672,-0.5096478,0.7483821,1.6271685,0.9905371,-1.0277104,0.6849421,1.366715,0.7858586,-0.44726625,0.93418616,1.1006972,0.5374276,-1.0265932,0.7189114,0.89297485,0.41605818,-1.8119581,0.090671636,0.41051242,844.5421,870.32965,23.772894,856.2271,913.44324,-0.2056884765625,0.25482177734375,0.91064453125,-1.65985107421875,-1.0467529296875,2.7215576171875,1,2.0,2.0,1.0,2.0,93.27
2018-03-23 16:18:55.895,1.1767488,-0.5096478,-3.2248778,1.0614994,0.7178324,-1.0277104,-3.163593,0.61169547,0.7976847,-0.44726625,-2.651238,0.5831488,1.0091946,-1.0265932,-2.604921,1.119089,1.0553495,-1.8119581,-2.7499244,0.8063739,849.3773,869.92676,23.772894,866.30035,885.2381,-0.1962890625,0.271484375,0.9100341796875,-0.471038818359375,0.6878662109375,3.925323486328125,1,1.0,4.0,1.0,1.0,93.27
2018-03-23 16:18:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2018-03-23 16:18:56.940,1.1466525,-0.5096478,-0.34192532,1.1528847,1.007805,-1.0277104,-0.74114776,0.6696431,1.0683697,-0.44726625,0.12915865,0.7004984,1.0716116,-1.0265932,-0.33981526,0.987166,0.98689365,-1.8119581,-0.8372578,0.84300196,842.9304,712.381,23.772894,817.5458,888.46155,-0.17529296875,0.27630615234375,0.938232421875,-2.34771728515625,10.071258544921875,2.19818115234375,1,1.0,2.0,4.0,1.0,93.27
